City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Havoysund,NO,2021-06-11 11:05:13,70.9963,24.6622,61.68,74,100,11.74
285,Namibe,AO,2021-06-11 11:05:13,-15.1961,12.1522,87.4,37,2,7.07
286,Jerome,US,2021-06-11 11:05:13,42.7241,-114.5186,45.43,73,1,12.66
287,Guano,EC,2021-06-11 11:05:14,-1.5833,-78.6333,40.82,93,96,3.36
288,Townsville,AU,2021-06-11 11:05:14,-19.25,146.8,65.28,77,48,4.61
289,Salamiyah,SY,2021-06-11 11:05:14,35.0113,37.0532,83.64,29,0,24.74
290,Tres Palos,MX,2021-06-11 11:05:15,18.1833,-101.6167,72.55,92,98,1.61
291,Hervey Bay,AU,2021-06-11 11:05:15,-25.2986,152.8535,50.11,48,79,3.91
292,Cabinda,AO,2021-06-11 11:05:15,-5.55,12.2,81.5,72,100,8.75
293,Kavieng,PG,2021-06-11 11:05:16,-2.5744,150.7967,83.25,76,98,15.79
294,Harboore,DK,2021-06-11 11:05:16,56.6175,8.1807,72.21,89,100,17.18
295,Winnemucca,US,2021-06-11 11:05:16,40.973,-117.7357,48.25,49,1,12.66
296,Palmer,US,2021-06-11 11:05:17,42.1584,-72.3287,57.96,72,40,4.61
297,Laguna,US,2021-06-11 11:01:52,38.421,-121.4238,57.18,70,1,1.01
298,Poronaysk,RU,2021-06-11 11:05:17,49.2167,143.1167,59.2,70,100,11.99
299,Saint-Joseph,RE,2021-06-11 11:05:17,-21.3667,55.6167,76.21,81,54,16.11
300,Yumen,CN,2021-06-11 11:05:18,40.2833,97.2,88.63,10,66,18.92
301,Tasca,RO,2021-06-11 11:05:18,46.9,26.0167,72.05,76,85,1.9
302,Parkes,AU,2021-06-11 11:05:18,-33.1333,148.1833,45.36,93,34,5.19
303,Trat,TH,2021-06-11 11:05:19,12.5,102.5,75.11,96,100,5.53
304,Cidreira,BR,2021-06-11 11:05:19,-30.1811,-50.2056,57.52,91,65,11.9
305,Gloucester,GB,2021-06-11 11:05:19,51.8657,-2.2431,71.22,65,40,16.11
306,Salgueiro,BR,2021-06-11 11:05:19,-8.0742,-39.1192,72.45,72,23,10.07
307,Chengde,CN,2021-06-11 11:05:20,40.9725,117.9361,81.9,23,100,7.96
308,Lagoa,PT,2021-06-11 11:05:20,39.05,-27.9833,65.64,90,27,3.29
309,Ajdabiya,LY,2021-06-11 11:05:21,30.7554,20.2263,80.06,45,0,14.23
310,Ostrovnoy,RU,2021-06-11 11:05:21,68.0531,39.5131,74.39,32,95,20.54
311,Nahrin,AF,2021-06-11 11:04:15,36.0649,69.1334,94.23,9,0,10.49
312,Dunedin,NZ,2021-06-11 11:05:21,-45.8742,170.5036,42.8,89,36,1.01
313,Kaka,TM,2021-06-11 11:05:22,37.3482,59.6143,102.96,10,0,12.3
314,Setubal,PT,2021-06-11 11:03:43,38.5244,-8.8882,76.24,57,55,5.14
315,Mustasaari,FI,2021-06-11 11:04:55,63.1142,21.6822,79.34,33,0,18.41
316,Ondangwa,NA,2021-06-11 11:05:22,-17.9167,15.95,79.14,17,0,13.98
317,Shenjiamen,CN,2021-06-11 11:05:23,29.9576,122.298,73.49,95,100,2.28
318,Klaksvik,FO,2021-06-11 11:05:23,62.2266,-6.589,49.12,84,52,25.43
319,Tignere,CM,2021-06-11 11:05:23,7.3667,12.65,81.07,60,85,5.46
320,San Quintin,MX,2021-06-11 11:05:24,30.4833,-115.95,67.44,89,25,12.48
321,Gat,IL,2021-06-11 11:05:24,31.61,34.7642,88.39,44,0,11.7
322,Dawei,MM,2021-06-11 11:05:24,14.0833,98.2,76.1,94,100,8.01
323,Ketchikan,US,2021-06-11 11:05:24,55.3422,-131.6461,51.78,78,55,3.09
324,Porirua,NZ,2021-06-11 11:05:25,-41.1333,174.85,54.55,89,97,1.36
325,Winnipeg,CA,2021-06-11 11:01:50,49.8844,-97.147,66.09,91,70,20.0
326,Villa Maria,AR,2021-06-11 11:02:37,-32.4075,-63.2402,44.92,51,29,4.36
327,Tessalit,ML,2021-06-11 11:05:25,20.1986,1.0114,107.62,6,0,9.75
328,Gigmoto,PH,2021-06-11 11:02:07,13.7796,124.39,81.37,83,100,5.68
329,Port Blair,IN,2021-06-11 11:05:26,11.6667,92.75,83.64,81,100,19.55
330,Yulara,AU,2021-06-11 11:05:26,-25.2406,130.9889,53.44,28,75,0.0
331,Ulaangom,MN,2021-06-11 11:01:10,49.9811,92.0667,55.76,75,100,8.68
332,Formosa Do Rio Preto,BR,2021-06-11 11:05:27,-11.0483,-45.1931,74.26,52,100,2.46
333,Lavrentiya,RU,2021-06-11 11:05:27,65.5833,-171.0,36.36,92,100,2.39
334,Marion,US,2021-06-11 11:05:27,39.7684,-86.1555,71.94,94,20,5.75
335,Tallahassee,US,2021-06-11 11:04:23,30.4383,-84.2807,76.64,96,1,0.0
336,Clyde River,CA,2021-06-11 11:03:15,70.4692,-68.5914,33.89,77,11,6.22
337,Corinto,GR,2021-06-11 11:05:28,37.9407,22.9573,82.76,37,3,2.48
338,Goderich,CA,2021-06-11 11:03:58,43.7501,-81.7165,64.2,85,45,8.08
339,Camacupa,AO,2021-06-11 11:05:28,-12.0167,17.4833,77.95,24,2,5.97
340,Aranos,NA,2021-06-11 11:05:29,-24.1333,19.1167,76.03,20,57,17.4
341,Lorengau,PG,2021-06-11 11:01:16,-2.0226,147.2712,81.81,82,96,11.03
342,Khonsa,IN,2021-06-11 11:05:29,27.0167,95.5667,71.24,96,100,1.7
343,Samarai,PG,2021-06-11 11:05:29,-10.6167,150.6667,80.55,86,19,12.46
344,Trofors,NO,2021-06-11 11:05:30,65.5333,13.4063,71.47,61,100,11.79
345,Jieshi,CN,2021-06-11 11:05:30,22.8134,115.8257,85.95,85,41,14.9
346,Hami,CN,2021-06-11 11:05:30,42.8,93.45,88.84,16,100,13.8
347,Saint-Augustin,CA,2021-06-11 11:05:31,51.226,-58.6502,48.31,49,100,8.84
348,Caranavi,BO,2021-06-11 11:05:31,-15.8167,-67.55,61.57,100,96,0.6
349,Salina Cruz,MX,2021-06-11 11:05:31,16.1667,-95.2,76.6,83,100,6.22
350,San Ramon De La Nueva Oran,AR,2021-06-11 11:03:11,-23.1322,-64.326,57.42,73,94,1.32
351,Narsaq,GL,2021-06-11 11:03:11,60.9167,-46.05,43.02,95,100,0.89
352,Los Llanos De Aridane,ES,2021-06-11 11:05:32,28.6585,-17.9182,69.55,83,0,14.97
353,Nanortalik,GL,2021-06-11 11:05:32,60.1432,-45.2371,36.54,95,100,3.15
354,Leh,IN,2021-06-11 11:05:32,34.1667,77.5833,65.41,19,13,9.57
355,Taree,AU,2021-06-11 11:05:33,-31.9,152.4667,49.1,87,0,3.44
356,Mocuba,MZ,2021-06-11 11:05:33,-16.8392,36.9856,78.98,43,0,5.14
357,Urengoy,RU,2021-06-11 11:05:33,65.9667,78.3667,51.42,90,100,11.79
358,Prado,BR,2021-06-11 11:05:33,-17.3411,-39.2208,71.65,88,38,3.89
359,Hualmay,PE,2021-06-11 11:05:34,-11.0964,-77.6139,62.69,85,58,6.51
360,Bangkalan,ID,2021-06-11 11:05:34,-7.0455,112.7351,84.15,78,93,7.43
361,Oistins,BB,2021-06-11 11:05:34,13.0667,-59.5333,80.69,65,75,13.8
362,Baisha,CN,2021-06-11 11:05:35,26.5222,110.9311,78.51,94,70,1.23
363,Maua,BR,2021-06-11 11:02:11,-23.6678,-46.4614,63.36,100,100,6.67
364,Tungor,RU,2021-06-11 11:05:35,53.3808,142.9564,48.16,98,100,6.42
365,Baykit,RU,2021-06-11 11:05:35,61.67,96.37,53.04,55,94,7.99
366,Seoul,KR,2021-06-11 11:02:07,37.5683,126.9778,72.79,70,2,4.34
367,Byron Bay,AU,2021-06-11 11:05:36,-28.65,153.6167,57.15,77,72,7.52
368,Indiana,US,2021-06-11 11:03:38,40.0003,-86.2503,71.31,93,1,0.0
369,Deputatskiy,RU,2021-06-11 11:05:36,69.3,139.9,56.07,36,68,9.55
370,Nemuro,JP,2021-06-11 11:05:37,43.3236,145.575,52.3,97,94,14.12
371,Ordzhonikidze,KZ,2021-06-11 11:05:37,52.4411,61.7408,73.74,30,96,12.12
372,Half Moon Bay,US,2021-06-11 11:05:37,37.4636,-122.4286,55.35,84,75,0.0
373,Oni,GE,2021-06-11 11:05:37,42.5794,43.4425,69.17,75,72,5.48
374,Yatou,CN,2021-06-11 11:05:38,37.15,122.3833,66.87,88,13,3.04
375,Salalah,OM,2021-06-11 11:05:38,17.0151,54.0924,88.5,71,74,12.68
376,Mount Isa,AU,2021-06-11 11:05:38,-20.7333,139.5,51.57,35,1,0.0
377,Emporia,US,2021-06-11 11:04:11,38.4039,-96.1817,75.22,100,1,5.75
378,Chumikan,RU,2021-06-11 11:05:39,54.7183,135.315,39.34,92,100,5.17
379,Qaqortoq,GL,2021-06-11 11:05:39,60.7167,-46.0333,43.3,96,100,3.56
380,Paita,PE,2021-06-11 11:05:39,-5.0892,-81.1144,65.7,85,16,13.51
381,Saint Anthony,US,2021-06-11 11:05:40,45.0205,-93.218,78.73,71,1,1.01
382,Diffa,NE,2021-06-11 11:05:40,13.3154,12.6113,104.23,20,43,7.45
383,Farap,TM,2021-06-11 11:05:40,39.1704,63.6116,100.4,14,0,18.41
384,Bunia,CD,2021-06-11 11:05:41,1.5667,30.25,82.56,37,49,8.21
385,Jiangyou,CN,2021-06-11 11:05:41,31.7667,104.7167,83.7,52,65,4.9
386,Kamaishi,JP,2021-06-11 11:05:41,39.2667,141.8833,63.32,84,99,10.09
387,Dukat,RU,2021-06-11 11:05:42,62.55,155.55,37.71,93,100,1.92
388,Taseyevo,RU,2021-06-11 11:05:42,57.2169,94.8978,62.06,29,72,3.71
389,Lebrija,ES,2021-06-11 11:05:42,36.9208,-6.0753,91.2,29,0,6.91
390,Buraydah,SA,2021-06-11 11:05:43,26.326,43.975,105.49,7,0,16.17
391,Hit,IQ,2021-06-11 11:05:43,33.6416,42.8251,97.16,14,0,17.83
392,Aviles,ES,2021-06-11 11:05:43,43.5547,-5.9248,66.72,80,75,11.99
393,Serebryansk,KZ,2021-06-11 11:05:44,49.6925,83.2892,71.15,64,65,17.72
394,San Cristobal,VE,2021-06-11 11:05:44,7.7669,-72.225,64.6,95,95,3.65
395,Okha,RU,2021-06-11 11:05:44,53.5739,142.9478,46.08,99,100,7.38
396,Alamosa,US,2021-06-11 11:05:45,37.4695,-105.87,51.66,53,1,3.44
397,Sukhumi,GE,2021-06-11 11:05:45,43.0033,41.0153,71.96,64,46,5.86
398,Coihaique,CL,2021-06-11 11:05:45,-45.5752,-72.0662,46.35,93,90,6.91
399,Saint-Philippe,RE,2021-06-11 11:05:45,-21.3585,55.7679,76.48,85,68,16.49
400,Aketi,CD,2021-06-11 11:05:46,2.7388,23.7833,98.67,29,97,3.2
401,Peterhead,GB,2021-06-11 11:05:46,57.5058,-1.7981,67.1,62,44,19.62
402,Russell,US,2021-06-11 11:05:46,32.3502,-85.1999,74.12,93,90,4.61
403,Payo,ID,2021-06-11 11:05:47,-3.7508,103.6372,76.73,91,100,3.06
404,Poum,NC,2021-06-11 11:05:47,-20.2333,164.0167,75.51,75,100,18.84
405,Andapa,MG,2021-06-11 11:05:47,-14.65,49.65,71.17,74,65,4.0
406,Miraflores,MX,2021-06-11 11:05:48,19.2167,-98.8083,56.05,77,100,2.93
407,Bowen,AU,2021-06-11 11:05:48,-20.0167,148.2333,64.83,62,82,6.67
408,Vestmannaeyjar,IS,2021-06-11 11:05:48,63.4427,-20.2734,47.39,81,40,8.05
409,Te Anau,NZ,2021-06-11 11:05:48,-45.4167,167.7167,41.4,94,17,1.12
410,Salinopolis,BR,2021-06-11 11:05:49,-0.6136,-47.3561,72.68,95,100,11.16
411,Katsuura,JP,2021-06-11 11:05:49,35.1333,140.3,74.1,77,100,7.7
412,Abastumani,GE,2021-06-11 11:05:49,41.7075,42.8457,59.92,80,98,4.03
413,Tambovka,RU,2021-06-11 11:05:50,50.0969,128.0489,71.71,78,49,5.14
414,Tocopilla,CL,2021-06-11 11:05:50,-22.092,-70.1979,60.94,70,24,3.47
415,Batemans Bay,AU,2021-06-11 11:05:50,-35.7167,150.1833,53.2,92,74,7.16
416,Ous,RU,2021-06-11 11:05:51,60.9058,61.5186,76.84,21,15,3.65
417,Ponta Delgada,PT,2021-06-11 11:05:51,37.7333,-25.6667,66.92,88,75,5.75
418,Pacocha,PE,2021-06-11 11:05:51,-17.5833,-71.3333,58.48,84,59,4.88
419,San Patricio,US,2021-06-11 11:05:52,28.017,-97.5169,80.89,95,29,8.03
420,Weyburn,CA,2021-06-11 11:03:33,49.6668,-103.8511,59.18,95,100,18.1
421,Linguere,SN,2021-06-11 11:05:52,15.3953,-15.1193,91.72,39,69,12.39
422,Mawlaik,MM,2021-06-11 11:05:52,23.6333,94.4167,78.69,96,100,2.44
423,Impfondo,CG,2021-06-11 11:05:53,1.6381,18.0667,97.02,36,64,2.77
424,Sundern,DE,2021-06-11 11:05:53,51.3333,8.0,79.21,68,31,5.17
425,Qingdao,CN,2021-06-11 11:05:53,36.0986,120.3719,72.45,73,6,7.92
426,Port Lincoln,AU,2021-06-11 11:05:54,-34.7333,135.8667,54.16,75,100,1.74
427,Sakakah,SA,2021-06-11 11:05:54,29.9697,40.2064,98.04,10,0,16.71
428,Kedrovoye,RU,2021-06-11 11:05:54,57.1576,60.5698,71.04,32,95,7.05
429,Huescar,ES,2021-06-11 11:05:55,37.811,-2.5412,83.12,23,70,6.69
430,Sungaipenuh,ID,2021-06-11 11:05:55,-2.0833,101.3833,67.84,96,100,1.9
431,Pecos,US,2021-06-11 11:04:13,31.4229,-103.4932,77.83,65,1,3.44
432,Wasilla,US,2021-06-11 11:05:56,61.5814,-149.4394,50.92,86,1,0.0
433,Ust-Nera,RU,2021-06-11 11:05:56,64.5667,143.2,53.96,56,66,2.37
434,La Peca,PE,2021-06-11 11:05:56,-5.6111,-78.435,64.51,93,24,1.74
435,Korla,CN,2021-06-11 11:05:56,41.7597,86.1469,87.3,17,99,8.01
436,Hofn,IS,2021-06-11 11:03:10,64.2539,-15.2082,55.42,50,40,3.44
437,Capaci,IT,2021-06-11 11:05:57,38.1711,13.2393,85.51,53,0,8.01
438,Khani,GE,2021-06-11 11:05:57,41.9563,42.9566,65.77,63,92,6.44
439,Sandpoint,US,2021-06-11 11:05:58,48.2766,-116.5533,47.16,81,1,0.0
440,Port-Gentil,GA,2021-06-11 11:05:58,-0.7193,8.7815,78.42,81,79,10.16
441,Sydney Mines,CA,2021-06-11 11:05:58,46.2367,-60.2177,53.69,67,0,4.0
442,Epitalion,GR,2021-06-11 11:05:59,37.6333,21.5,79.65,50,7,11.99
443,Strezhevoy,RU,2021-06-11 11:05:59,60.7333,77.5889,66.18,35,94,9.22
444,Fernie,CA,2021-06-11 11:05:59,49.5,-115.0687,48.61,73,5,3.42
445,Avera,US,2021-06-11 11:06:00,33.194,-82.5271,74.71,93,65,7.56
446,Chardara,KZ,2021-06-11 11:06:00,41.2547,67.9692,92.3,19,48,7.05
447,Willowmore,ZA,2021-06-11 11:06:00,-33.2926,23.4895,70.16,36,7,16.49
448,Tiksi,RU,2021-06-11 11:06:01,71.6872,128.8694,51.03,60,99,11.92
449,Mishkino,RU,2021-06-11 11:06:01,55.3389,63.9175,68.59,36,31,7.23
450,Atar,MR,2021-06-11 11:06:01,20.5169,-13.0499,106.79,12,8,10.0
451,Cururupu,BR,2021-06-11 11:06:02,-1.8283,-44.8683,74.5,95,99,1.81
452,Motala,SE,2021-06-11 11:06:02,58.5371,15.0365,72.72,60,73,8.63
453,Turkmenabat,TM,2021-06-11 11:06:03,39.0733,63.5786,100.38,14,0,18.41
454,Trairi,BR,2021-06-11 11:06:03,-3.2778,-39.2689,79.29,73,65,10.36
455,Kandrian,PG,2021-06-11 11:06:03,-6.2167,149.55,78.13,90,60,7.49
456,Shakawe,BW,2021-06-11 11:06:03,-18.3667,21.85,77.92,19,0,8.37
457,Smithers,CA,2021-06-11 11:06:04,54.7804,-127.1743,39.36,95,8,2.57
458,Sain Alto,MX,2021-06-11 11:06:04,23.5833,-103.25,62.33,46,10,2.08
459,Ferme-Neuve,CA,2021-06-11 11:06:04,46.7001,-75.4493,52.81,84,100,0.83
460,Marawi,PH,2021-06-11 11:06:05,7.9986,124.2928,68.65,98,100,1.48
461,Sulangan,PH,2021-06-11 11:06:05,11.1373,123.7228,83.28,74,100,5.66
462,Zyryanovsk,KZ,2021-06-11 11:06:05,49.7386,84.2719,67.42,65,93,6.15
463,Patitirion,GR,2021-06-11 11:06:06,39.15,23.8667,77.38,70,48,7.36
464,Sampit,ID,2021-06-11 11:06:06,-2.5333,112.95,76.28,96,83,3.24
465,Aquidauana,BR,2021-06-11 11:06:06,-20.4711,-55.7872,66.07,98,100,3.98
466,Kenai,US,2021-06-11 11:06:07,60.5544,-151.2583,47.03,90,1,13.8
467,Boende,CD,2021-06-11 11:06:07,-0.2167,20.8667,96.21,32,60,4.68
468,Tarakan,ID,2021-06-11 11:06:07,3.3,117.6333,83.71,70,45,7.9
469,Santa Isabel Do Rio Negro,BR,2021-06-11 11:06:08,-0.4139,-65.0192,72.1,99,98,1.54
470,Kuandian,CN,2021-06-11 11:06:08,40.7286,124.7847,68.22,89,1,4.41
471,Barra Patuca,HN,2021-06-11 11:06:08,15.8,-84.2833,75.72,92,100,4.68
472,Yenagoa,NG,2021-06-11 11:06:09,4.9247,6.2642,82.02,79,99,7.02
473,Sheremetyevskiy,RU,2021-06-11 11:06:09,55.98,37.4911,60.82,94,90,11.18
474,Bom Conselho,BR,2021-06-11 11:06:09,-9.1697,-36.6797,68.99,79,52,3.6
475,Sivaki,RU,2021-06-11 11:06:10,52.6333,126.75,64.54,69,99,3.65
476,Kaspiyskiy,RU,2021-06-11 11:06:10,45.3929,47.3707,79.52,43,100,3.44
477,Kyzyl-Suu,KG,2021-06-11 11:06:10,42.3414,78.0056,59.92,54,45,8.88
478,Kannangad,IN,2021-06-11 11:06:10,12.3081,75.1063,82.26,78,100,7.96
479,Bima,ID,2021-06-11 11:06:11,-8.4667,118.7167,76.6,81,57,4.38
480,Butembo,CD,2021-06-11 11:06:11,0.15,29.2833,79.81,29,45,3.8
481,Bonfim,BR,2021-06-11 11:06:11,3.0833,-59.95,72.0,97,100,3.78
482,Vilhena,BR,2021-06-11 11:06:12,-12.7406,-60.1458,70.16,72,100,4.76
483,Kirakira,SB,2021-06-11 11:06:12,-10.4544,161.9205,79.95,85,86,9.89
484,Santa Rosa,PH,2021-06-11 11:02:38,14.3122,121.1114,82.11,85,100,3.76
485,Gillette,US,2021-06-11 11:06:13,44.2911,-105.5022,49.69,63,1,14.0
486,Ortona,IT,2021-06-11 11:06:13,42.3496,14.4039,82.11,72,78,12.17
487,Tyup,KG,2021-06-11 11:06:13,42.7276,78.3648,63.48,57,73,2.44
488,Beloha,MG,2021-06-11 11:06:14,-25.1667,45.05,78.78,42,1,9.42
489,Cao Bang,VN,2021-06-11 11:06:14,22.6667,106.25,80.58,93,95,1.72
490,Pundaguitan,PH,2021-06-11 11:06:14,6.3711,126.1689,83.71,74,79,12.71
491,Kadnikov,RU,2021-06-11 11:06:14,59.5022,40.338,75.18,29,12,8.81
492,Dahra,DZ,2021-06-11 11:06:15,36.2546,0.8519,85.78,28,36,4.21
493,Karasjok,NO,2021-06-11 11:06:15,69.4719,25.5112,73.51,48,99,18.01
494,Requena,ES,2021-06-11 11:06:15,39.4883,-1.1004,76.78,34,7,9.89
495,Lishu,CN,2021-06-11 11:06:16,43.3047,124.3278,74.07,63,0,8.59
496,Riviere-Au-Renard,CA,2021-06-11 11:06:16,48.9957,-64.3971,49.98,52,71,5.84
497,Puerto Narino,CO,2021-06-11 11:06:16,-3.7703,-70.3831,73.35,99,95,1.66
498,Merauke,ID,2021-06-11 11:06:17,-8.4667,140.3333,78.73,88,30,12.75
499,Shaoyang,CN,2021-06-11 11:06:17,27.2315,111.4525,79.02,87,75,6.78
500,Webuye,KE,2021-06-11 11:06:17,0.6075,34.7697,74.12,66,55,5.46
501,Senno,RU,2021-06-11 11:06:18,59.5336,33.9167,80.26,29,98,9.1
502,Yar-Sale,RU,2021-06-11 11:06:18,66.8333,70.8333,63.5,44,100,23.31
503,Port Macquarie,AU,2021-06-11 11:06:18,-31.4333,152.9167,47.37,70,0,8.3
504,Huarmey,PE,2021-06-11 11:03:04,-10.0681,-78.1522,63.79,88,40,7.34
505,Cheremukhovo,RU,2021-06-11 11:06:19,60.3484,59.9851,74.86,23,18,3.98
506,Muborak,UZ,2021-06-11 11:06:19,39.2553,65.1528,100.96,12,25,19.06
507,Riohacha,CO,2021-06-11 11:06:19,11.5444,-72.9072,78.01,86,85,9.42
508,Talnakh,RU,2021-06-11 11:06:20,69.4865,88.3972,33.37,100,100,10.71
509,Havelock,US,2021-06-11 11:06:20,34.8791,-76.9013,75.92,96,75,1.99
510,Laredo,US,2021-06-11 11:06:20,27.5064,-99.5075,78.85,88,20,16.11
511,Opuwo,NA,2021-06-11 11:06:20,-18.0607,13.84,79.25,17,1,13.96
512,Amapa,BR,2021-06-11 11:06:21,1.0,-52.0,71.2,100,98,1.52
513,Castro Verde,PT,2021-06-11 11:06:21,37.6983,-8.0858,85.39,22,4,4.0
514,Murgab,TM,2021-06-11 11:06:21,37.4966,61.9714,103.87,12,0,11.5
515,Sanandaj,IR,2021-06-11 11:06:22,35.3144,46.9923,89.73,10,0,8.41
516,Atocha,BO,2021-06-11 11:06:22,-20.9333,-66.2333,28.27,23,1,1.3
517,Jinchang,CN,2021-06-11 11:06:22,38.4953,102.1739,83.32,16,51,7.81
518,Prince Rupert,CA,2021-06-11 11:06:23,54.3161,-130.3201,47.32,84,66,5.59
519,Belmonte,BR,2021-06-11 11:06:23,-15.8631,-38.8828,72.1,81,18,3.89
520,Torzhok,RU,2021-06-11 11:06:23,57.0436,34.9622,56.37,94,100,5.93
521,Bodden Town,KY,2021-06-11 11:06:24,19.2833,-81.25,81.93,66,20,1.01
522,Kapiri Mposhi,ZM,2021-06-11 11:06:24,-13.9652,28.6809,74.66,26,42,6.15
523,Manyana,BW,2021-06-11 11:06:24,-23.4,21.7167,73.45,25,0,13.89
524,Quatre Cocos,MU,2021-06-11 11:06:25,-20.2078,57.7625,78.1,71,93,18.79
525,Kisangani,CD,2021-06-11 11:03:51,0.5167,25.2,95.79,32,68,4.14
526,Kabinda,CD,2021-06-11 11:06:25,-6.1333,24.4833,90.77,27,2,7.56
527,Emerald,AU,2021-06-11 11:06:25,-23.5333,148.1667,50.34,36,3,4.76
528,Mahmudabad,IN,2021-06-11 11:06:26,27.3,81.1167,93.16,34,54,7.18
529,Honningsvag,NO,2021-06-11 11:02:40,70.9821,25.9704,50.27,88,99,11.7
530,Enid,US,2021-06-11 11:02:02,36.3956,-97.8784,74.14,97,1,5.99
531,Sri Aman,MY,2021-06-11 11:06:26,1.2376,111.4621,74.12,99,100,1.54
532,Longos,PH,2021-06-11 11:06:27,16.1066,120.3954,80.29,83,100,12.08
533,Miramar,US,2021-06-11 11:06:27,25.9873,-80.2323,82.02,84,1,0.0
534,Cossato,IT,2021-06-11 11:06:27,45.5739,8.1817,84.56,60,72,4.23
535,Isangel,VU,2021-06-11 11:06:28,-19.55,169.2667,72.41,76,40,10.92
536,Flinders,AU,2021-06-11 11:06:28,-34.5833,150.8552,55.18,75,55,7.0
537,Veraval,IN,2021-06-11 11:06:28,20.9,70.3667,87.73,73,16,15.9
538,Aras,ES,2021-06-11 11:06:29,42.5617,-2.356,75.61,44,0,4.61
539,Neuquen,AR,2021-06-11 11:06:29,-38.9516,-68.0591,42.69,75,0,2.3
540,Chau Doc,VN,2021-06-11 11:06:29,10.7,105.1167,79.02,82,100,7.43
541,Sterling,US,2021-06-11 11:05:09,39.0062,-77.4286,69.8,97,90,1.01
542,Burnie,AU,2021-06-11 11:06:30,-41.0667,145.9167,58.91,80,99,8.39
543,Dutlwe,BW,2021-06-11 11:06:30,-23.9833,23.9,72.77,26,0,11.95
544,Robertsport,LR,2021-06-11 11:06:30,6.7533,-11.3686,79.88,79,100,0.54
545,Poya,NC,2021-06-11 11:06:31,-21.35,165.15,71.13,78,100,5.91
546,Chulym,RU,2021-06-11 11:06:31,55.0997,80.9572,59.4,52,97,9.24
547,Kruisfontein,ZA,2021-06-11 11:06:31,-34.0033,24.7314,79.88,28,2,11.72
548,Jistebnice,CZ,2021-06-11 11:06:32,49.4855,14.5276,74.19,68,86,5.93
549,Colesberg,ZA,2021-06-11 11:06:32,-30.72,25.0972,65.66,36,2,21.18
550,Vardo,NO,2021-06-11 11:06:32,70.3705,31.1107,75.4,59,0,4.61
551,Baracoa,CU,2021-06-11 11:06:33,20.3467,-74.4958,77.54,88,64,5.61
552,Charters Towers,AU,2021-06-11 11:06:33,-20.1,146.2667,60.58,49,80,8.55
553,Moose Factory,CA,2021-06-11 11:06:33,51.2585,-80.6094,40.55,67,35,5.28
554,Sanmenxia,CN,2021-06-11 11:06:34,34.7747,111.1814,89.89,38,77,12.8
555,Klyuchi,RU,2021-06-11 11:06:34,52.2667,79.1667,64.18,31,78,15.3
556,Ningbo,CN,2021-06-11 11:06:34,29.8782,121.5495,74.95,97,100,2.26
557,Harper,LR,2021-06-11 11:06:35,4.375,-7.7169,76.96,89,100,5.86
558,Meadow Lake,US,2021-06-11 11:06:35,34.8014,-106.5436,73.4,19,99,2.84
559,Rancho Palos Verdes,US,2021-06-11 11:06:35,33.7445,-118.387,64.38,83,0,1.01
560,Ozinki,RU,2021-06-11 11:06:36,51.1786,49.6769,71.28,66,95,5.91
561,Mayumba,GA,2021-06-11 11:06:36,-3.432,10.6554,79.93,77,53,6.71
562,Clacton-On-Sea,GB,2021-06-11 11:06:19,51.7897,1.156,73.29,81,52,10.07
563,Mujiayingzi,CN,2021-06-11 11:06:36,42.1167,118.7833,84.56,19,87,11.21
564,Makasar,ID,2021-06-11 11:06:37,-5.14,119.4221,84.25,84,20,5.75
565,Cayenne,GF,2021-06-11 11:06:37,4.9333,-52.3333,78.1,90,75,1.01
566,Aljustrel,PT,2021-06-11 11:06:37,37.8776,-8.1652,64.13,23,9,4.32
567,Kapit,MY,2021-06-11 11:06:37,2.0167,112.9333,74.44,98,100,1.79
568,Pachino,IT,2021-06-11 11:06:38,36.7186,15.0907,82.44,62,13,7.87
569,Loandjili,CG,2021-06-11 11:06:38,-4.7561,11.8578,81.97,71,78,8.68
570,Sisophon,KH,2021-06-11 11:06:39,13.5859,102.9737,80.46,78,95,10.2
571,Parabel,RU,2021-06-11 11:06:39,58.6978,81.4825,61.92,36,76,0.56
572,College,US,2021-06-11 11:06:39,64.8569,-147.8028,53.26,75,75,0.0
573,Galle,LK,2021-06-11 11:06:39,6.0367,80.217,82.54,76,98,12.5
574,Pangody,RU,2021-06-11 11:06:40,65.85,74.4859,59.02,63,100,16.17
575,Durazno,UY,2021-06-11 11:06:40,-33.4131,-56.5006,39.15,100,4,4.61
576,Harbour Breton,CA,2021-06-11 11:06:40,47.4833,-55.7983,43.63,76,77,11.88
577,Carthage,TN,2021-06-11 11:06:41,36.8611,10.3316,83.73,28,0,9.22
578,Chachapoyas,PE,2021-06-11 11:06:41,-6.2317,-77.869,51.6,92,80,3.27
579,Baghdad,IQ,2021-06-11 11:06:41,33.3406,44.4009,98.51,16,0,18.41
580,Dhidhdhoo,MV,2021-06-11 11:06:42,6.8833,73.1,83.52,74,100,16.46
581,Chitral,PK,2021-06-11 11:06:42,35.8462,71.7858,90.99,12,22,3.87
582,Mandalgovi,MN,2021-06-11 11:06:42,45.7625,106.2708,70.12,40,25,24.23
